Date,Close
2022-12-22,18182.741664137244
2022-12-23,18127.369041696267
2022-12-26,17808.436313002167
2022-12-27,18011.96905161327
2022-12-28,18154.117475388895
2022-12-29,18114.202852092298
2022-12-30,18173.46413606801
2023-01-02,18133.72200481688
2023-01-03,18170.73874175018
2023-01-04,18249.0178697011
2023-01-05,18041.143391508183
2023-01-06,17964.126725140166
2023-01-09,17893.72546843743
2023-01-10,18088.204367587343
2023-01-11,17911.201640323525
2023-01-12,17906.95328154939
2023-01-13,17831.023341513253
2023-01-16,17998.705622119574
2023-01-17,17860.079692772586
2023-01-18,18071.241777183477
2023-01-19,18175.64665270077
2023-01-20,18083.943330761093
2023-01-23,18037.887659699412
2023-01-24,18119.592229633894
2023-01-25,18115.725330893914
2023-01-27,17889.85610091345
2023-01-30,17584.24887673958
2023-01-31,17670.053533721537
2023-02-01,17665.56502239066
2023-02-02,17606.13675552787
2023-02-03,17616.483155058962
2023-02-06,17863.03880228148
2023-02-07,17756.890616246637
2023-02-08,17717.003409465684
2023-02-09,17876.465716539322
2023-02-10,17904.491642592682
2023-02-13,17835.72053195992
2023-02-14,17778.409692949277
2023-02-15,17938.657242828802
2023-02-16,18009.971868809578
2023-02-17,18044.03470574502
2023-02-20,17925.654576817426
2023-02-21,17852.298392561606
2023-02-22,17825.92907967279
2023-02-23,17543.889865282687
2023-02-24,17517.021232231433
2023-02-27,17466.376768432736
2023-02-28,17396.982036169687
2023-03-01,17292.043220378975
2023-03-02,17469.031556115908
2023-03-03,17313.042440754685
2023-03-06,17598.11967518769
2023-03-08,17724.357321436404
2023-03-09,17744.86651974225
2023-03-10,17572.477265986094
2023-03-13,17426.664717024418
2023-03-14,17129.701735699127
2023-03-15,17058.572368710466
2023-03-16,16972.41413039746
2023-03-17,16981.835578959366
2023-03-20,17115.40651472468
2023-03-21,16975.228934073162
2023-03-22,17110.34799481221
2023-03-23,17162.385831119453
2023-03-24,17064.241482347723
2023-03-27,16938.421015813296
2023-03-28,17000.10001236964
2023-03-29,16941.812582895403
2023-03-31,17091.341032986205
2023-04-03,17368.49384337684
2023-04-05,17394.08879839819
2023-04-06,17555.40750067452
2023-04-10,17602.354241766276
2023-04-11,17622.576494602996
2023-04-12,17718.56358943326
2023-04-13,17826.617405924357
2023-04-17,17814.701486995513
2023-04-18,17704.8179601321
2023-04-19,17662.060180445384
2023-04-20,17613.253191805503
2023-04-21,17634.2936517875
2023-04-24,17616.821076005053
2023-04-25,17752.077395033553
2023-04-26,17770.416794997065
2023-04-27,17807.485371419687
2023-04-28,17923.609822359016
2023-05-02,18069.098272687555
2023-05-03,18143.746142972792
2023-05-04,18089.42931594078
2023-05-05,18256.335807493255
2023-05-08,18067.273736306553
2023-05-09,18265.75176934701
2023-05-10,18268.491854896223
2023-05-11,18321.415170586286
2023-05-12,18277.457376660375
2023-05-15,18338.31460398637
2023-05-16,18383.360731130804
2023-05-17,18289.758317567568
2023-05-18,18179.021491400264
2023-05-19,18119.700349697465
2023-05-22,18226.061733876635
2023-05-23,18303.491976003927
2023-05-24,18353.657533715083
2023-05-25,18282.607265576233
2023-05-26,18313.38902947868
2023-05-29,18520.651155038915
2023-05-30,18591.47112870406
2023-05-31,18630.249111647146
2023-06-01,18535.681983076298
2023-06-02,18477.535935857923
2023-06-05,18545.273179889584
2023-06-06,18596.373258311945
2023-06-07,18590.84018168989
2023-06-08,18739.019321537045
2023-06-09,18624.68455406638
2023-06-12,18558.325597018313
2023-06-13,18608.97037929383
2023-06-14,18721.511682475782
2023-06-15,18752.094148018423
2023-06-16,18686.371183971136
2023-06-19,18828.248815469145
2023-06-20,18757.353798376294
2023-06-21,18813.12369425296
2023-06-22,18858.531997040067
2023-06-23,18774.78356654058
2023-06-26,18646.371815704195
2023-06-27,18709.61303823281
2023-06-28,18818.260772336525
2023-06-30,18972.48762602891
2023-07-03,19203.31344356791
2023-07-04,19313.8457390292
2023-07-05,19392.576227282636
2023-07-06,19395.38645546565
2023-07-07,19497.68564821503
2023-07-10,19330.00555784016
2023-07-11,19348.929323192828
2023-07-12,19451.021375760996
2023-07-13,19384.457691730655
2023-07-14,19399.264028295136
2023-07-17,19589.66327297152
2023-07-18,19705.47813045247
2023-07-19,19744.264807387124
2023-07-20,19844.41285132288
2023-07-21,19972.216578369753
2023-07-24,19742.851136166475
2023-07-25,19660.76916096547
2023-07-26,19688.886837316317
2023-07-27,19792.41682447507
2023-07-28,19635.353477541492
2023-07-31,19661.40264817403
2023-08-01,19752.39639135928
2023-08-02,19733.720924429013
2023-08-03,19517.603161784584
2023-08-04,19371.831885206324
2023-08-07,19537.973907895677
2023-08-08,19596.74194313991
2023-08-09,19562.698902828877
2023-08-10,19638.814643358925
2023-08-11,19538.287999320706
2023-08-14,19420.936458432112
2023-08-16,19440.0102962838
2023-08-17,19470.30325485907
2023-08-18,19355.550261147135
2023-08-21,19310.927722852935
2023-08-22,19400.481539342018
2023-08-23,19395.972321157933
2023-08-24,19442.698485627778
2023-08-25,19385.348986700348
2023-08-28,19260.726426801277
2023-08-29,19306.89063004812
2023-08-30,19353.222673888613
2023-08-31,19339.207743199862
2023-09-01,19250.345969380905
2023-09-04,19448.2830910647
2023-09-05,19527.53821190158
2023-09-06,19576.306138208587
2023-09-07,19604.498699152275
2023-09-08,19738.46068252389
2023-09-11,19817.242655204183
2023-09-12,20001.017757483653
2023-09-13,19993.17095045816
2023-09-14,20064.544255025015
2023-09-15,20108.43286779141
2023-09-18,20195.74001643452
2023-09-20,20122.30958398318
2023-09-21,19899.45695259588
2023-09-22,19729.767106860483
2023-09-25,19685.047927028838
2023-09-26,19676.656136870548
2023-09-27,19658.740036122494
2023-09-28,19727.98476133011
2023-09-29,19507.112770944055
2023-10-03,19645.575872001576
2023-10-04,19532.607256369964
2023-10-05,19423.2292884001
2023-10-06,19553.507980635626
2023-10-09,19670.881711391463
2023-10-10,19484.381665634966
2023-10-11,19708.546007339122
2023-10-12,19819.841933890082
2023-10-13,19778.149367592385
